EPEX 2022	EPEX 2023	EPEX 2024
0.18855	0.09492	0.07017
0.18855	0.09492	0.07017
0.17992	0.09908	0.06953
0.17992	0.09908	0.06953
0.17992	0.09908	0.06953
0.17992	0.09908	0.06953
0.18108	0.09800	0.06440
0.18108	0.09800	0.06440
0.18108	0.09800	0.06440
0.18108	0.09800	0.06440
0.17892	0.09260	0.06388
0.17892	0.09260	0.06388
0.17892	0.09260	0.06388
0.17892	0.09260	0.06388
0.18050	0.09837	0.06362
0.18050	0.09837	0.06362
0.18050	0.09837	0.06362
0.18050	0.09837	0.06362
0.19992	0.11121	0.06443
0.19992	0.11121	0.06443
0.19992	0.11121	0.06443
0.19992	0.11121	0.06443
0.22976	0.13261	0.06053
0.22976	0.13261	0.06053
0.22976	0.13261	0.06053
0.22976	0.13261	0.06053
0.25602	0.13470	0.05593
0.25602	0.13470	0.05593
0.25602	0.13470	0.05593
0.25602	0.13470	0.05593
0.25625	0.10625	0.05112
0.25625	0.10625	0.05112
0.25625	0.10625	0.05112
0.25625	0.10625	0.05112
0.23226	0.10316	0.02692
0.23226	0.10316	0.02692
0.23226	0.10316	0.02692
0.23226	0.10316	0.02692
0.20793	0.08639	-0.02220
0.20793	0.08639	-0.02220
0.20793	0.08639	-0.02220
0.20793	0.08639	-0.02220
0.18990	0.05517	-0.02404
0.18990	0.05517	-0.02404
0.18990	0.05517	-0.02404
0.18990	0.05517	-0.02404
0.17623	0.04490	-0.00700
0.17623	0.04490	-0.00700
0.17623	0.04490	-0.00700
0.17623	0.04490	-0.00700
0.16730	0.05000	-0.00379
0.16730	0.05000	-0.00379
0.16730	0.05000	-0.00379
0.16730	0.05000	-0.00379
0.15748	0.06000	-0.01003
0.15748	0.06000	-0.01003
0.15748	0.06000	-0.01003
0.15748	0.06000	-0.01003
0.16396	0.07723	0.00467
0.16396	0.07723	0.00467
0.16396	0.07723	0.00467
0.16396	0.07723	0.00467
0.17201	0.09800	0.04294
0.17201	0.09800	0.04294
0.17201	0.09800	0.04294
0.17201	0.09800	0.04294
0.18534	0.12300	0.06198
0.18534	0.12300	0.06198
0.18534	0.12300	0.06198
0.18534	0.12300	0.06198
0.20496	0.14061	0.08765
0.20496	0.14061	0.08765
0.20496	0.14061	0.08765
0.20496	0.14061	0.08765
0.22062	0.14395	0.09526
0.22062	0.14395	0.09526
0.22062	0.14395	0.09526
0.22062	0.14395	0.09526
0.22361	0.14267	0.09107
0.22361	0.14267	0.09107
0.22361	0.14267	0.09107
0.22361	0.14267	0.09107
0.22044	0.12010	0.08941
0.22044	0.12010	0.08941
0.22044	0.12010	0.08941
0.22044	0.12010	0.08941
0.19971	0.11050	0.08846
0.19971	0.11050	0.08846
0.19971	0.11050	0.08846
0.19971	0.11050	0.08846
0.19340	0.10250	0.07718
0.19340	0.10250	0.07718
0.19340	0.10250	0.07718
0.19340	0.10250	0.07718
0.20600	0.09548	0.07805
0.20600	0.09548	0.07805
0.20600	0.09548	0.07805
0.20600	0.09548	0.07805
0.18718	0.09634	0.07844
0.18718	0.09634	0.07844
0.18718	0.09634	0.07844
0.18718	0.09634	0.07844
0.18701	0.09343	0.07992
0.18701	0.09343	0.07992
0.18701	0.09343	0.07992
0.18701	0.09343	0.07992
0.17941	0.09138	0.07979
0.17941	0.09138	0.07979
0.17941	0.09138	0.07979
0.17941	0.09138	0.07979
0.17609	0.09609	0.08500
0.17609	0.09609	0.08500
0.17609	0.09609	0.08500
0.17609	0.09609	0.08500
0.18958	0.09982	0.10394
0.18958	0.09982	0.10394
0.18958	0.09982	0.10394
0.18958	0.09982	0.10394
0.21807	0.10894	0.12942
0.21807	0.10894	0.12942
0.21807	0.10894	0.12942
0.21807	0.10894	0.12942
0.23995	0.11664	0.11746
0.23995	0.11664	0.11746
0.23995	0.11664	0.11746
0.23995	0.11664	0.11746
0.24410	0.08600	0.09705
0.24410	0.08600	0.09705
0.24410	0.08600	0.09705
0.24410	0.08600	0.09705
0.22105	0.07467	0.07945
0.22105	0.07467	0.07945
0.22105	0.07467	0.07945
0.22105	0.07467	0.07945
0.19656	0.04506	0.07224
0.19656	0.04506	0.07224
0.19656	0.04506	0.07224
0.19656	0.04506	0.07224
0.15741	0.02620	0.06831
0.15741	0.02620	0.06831
0.15741	0.02620	0.06831
0.15741	0.02620	0.06831
0.14960	0.01600	0.07124
0.14960	0.01600	0.07124
0.14960	0.01600	0.07124
0.14960	0.01600	0.07124
0.10200	0.06993	0.06425
0.10200	0.06993	0.06425
0.10200	0.06993	0.06425
0.10200	0.06993	0.06425
0.10000	0.08900	0.05945
0.10000	0.08900	0.05945
0.10000	0.08900	0.05945
0.10000	0.08900	0.05945
0.08677	0.09059	0.07190
0.08677	0.09059	0.07190
0.08677	0.09059	0.07190
0.08677	0.09059	0.07190
0.11897	0.09500	0.08066
0.11897	0.09500	0.08066
0.11897	0.09500	0.08066
0.11897	0.09500	0.08066
0.16700	0.11297	0.10409
0.16700	0.11297	0.10409
0.16700	0.11297	0.10409
0.16700	0.11297	0.10409
0.18490	0.13195	0.13612
0.18490	0.13195	0.13612
0.18490	0.13195	0.13612
0.18490	0.13195	0.13612
0.20961	0.13050	0.15509
0.20961	0.13050	0.15509
0.20961	0.13050	0.15509
0.20961	0.13050	0.15509
0.20997	0.12700	0.12716
0.20997	0.12700	0.12716
0.20997	0.12700	0.12716
0.20997	0.12700	0.12716
0.20966	0.12104	0.10563
0.20966	0.12104	0.10563
0.20966	0.12104	0.10563
0.20966	0.12104	0.10563
0.19200	0.10250	0.09694
0.19200	0.10250	0.09694
0.19200	0.10250	0.09694
0.19200	0.10250	0.09694
0.17755	0.11087	0.08832
0.17755	0.11087	0.08832
0.17755	0.11087	0.08832
0.17755	0.11087	0.08832
0.19520	0.09766	0.08669
0.19520	0.09766	0.08669
0.19520	0.09766	0.08669
0.19520	0.09766	0.08669
0.18550	0.09499	0.08595
0.18550	0.09499	0.08595
0.18550	0.09499	0.08595
0.18550	0.09499	0.08595
0.17863	0.08940	0.08542
0.17863	0.08940	0.08542
0.17863	0.08940	0.08542
0.17863	0.08940	0.08542
0.16190	0.08664	0.08635
0.16190	0.08664	0.08635
0.16190	0.08664	0.08635
0.16190	0.08664	0.08635
0.12990	0.08877	0.09703
0.12990	0.08877	0.09703
0.12990	0.08877	0.09703
0.12990	0.08877	0.09703
0.12257	0.08990	0.11944
0.12257	0.08990	0.11944
0.12257	0.08990	0.11944
0.12257	0.08990	0.11944
0.14077	0.09382	0.17628
0.14077	0.09382	0.17628
0.14077	0.09382	0.17628
0.14077	0.09382	0.17628
0.15401	0.09346	0.13628
0.15401	0.09346	0.13628
0.15401	0.09346	0.13628
0.15401	0.09346	0.13628
0.16284	0.09038	0.09838
0.16284	0.09038	0.09838
0.16284	0.09038	0.09838
0.16284	0.09038	0.09838
0.08000	0.07928	0.08247
0.08000	0.07928	0.08247
0.08000	0.07928	0.08247
0.08000	0.07928	0.08247
-0.00360	0.04816	0.07725
-0.00360	0.04816	0.07725
-0.00360	0.04816	0.07725
-0.00360	0.04816	0.07725
-0.18494	0.03548	0.07680
-0.18494	0.03548	0.07680
-0.18494	0.03548	0.07680
-0.18494	0.03548	0.07680
-0.22236	0.01001	0.07825
-0.22236	0.01001	0.07825
-0.22236	0.01001	0.07825
-0.22236	0.01001	0.07825
-0.21742	0.00488	0.07862
-0.21742	0.00488	0.07862
-0.21742	0.00488	0.07862
-0.21742	0.00488	0.07862
-0.21490	0.03471	0.07833
-0.21490	0.03471	0.07833
-0.21490	0.03471	0.07833
-0.21490	0.03471	0.07833
-0.16682	0.06414	0.08079
-0.16682	0.06414	0.08079
-0.16682	0.06414	0.08079
-0.16682	0.06414	0.08079
-0.07010	0.10026	0.08882
-0.07010	0.10026	0.08882
-0.07010	0.10026	0.08882
-0.07010	0.10026	0.08882
0.04990	0.12381	0.10076
0.04990	0.12381	0.10076
0.04990	0.12381	0.10076
0.04990	0.12381	0.10076
0.14000	0.14090	0.11831
0.14000	0.14090	0.11831
0.14000	0.14090	0.11831
0.14000	0.14090	0.11831
0.16819	0.14036	0.12092
0.16819	0.14036	0.12092
0.16819	0.14036	0.12092
0.16819	0.14036	0.12092
0.17250	0.12502	0.10200
0.17250	0.12502	0.10200
0.17250	0.12502	0.10200
0.17250	0.12502	0.10200
0.18957	0.11695	0.08440
0.18957	0.11695	0.08440
0.18957	0.11695	0.08440
0.18957	0.11695	0.08440
0.17791	0.10965	0.08154
0.17791	0.10965	0.08154
0.17791	0.10965	0.08154
0.17791	0.10965	0.08154
0.17178	0.08770	0.08055
0.17178	0.08770	0.08055
0.17178	0.08770	0.08055
0.17178	0.08770	0.08055
0.14690	0.08358	0.07629
0.14690	0.08358	0.07629
0.14690	0.08358	0.07629
0.14690	0.08358	0.07629
0.12250	0.08209	0.07588
0.12250	0.08209	0.07588
0.12250	0.08209	0.07588
0.12250	0.08209	0.07588
0.10383	0.07640	0.07264
0.10383	0.07640	0.07264
0.10383	0.07640	0.07264
0.10383	0.07640	0.07264
0.09369	0.07508	0.07280
0.09369	0.07508	0.07280
0.09369	0.07508	0.07280
0.09369	0.07508	0.07280
0.08962	0.08655	0.07964
0.08962	0.08655	0.07964
0.08962	0.08655	0.07964
0.08962	0.08655	0.07964
0.09365	0.11460	0.09276
0.09365	0.11460	0.09276
0.09365	0.11460	0.09276
0.09365	0.11460	0.09276
0.09361	0.13380	0.09600
0.09361	0.13380	0.09600
0.09361	0.13380	0.09600
0.09361	0.13380	0.09600
0.11006	0.13500	0.10697
0.11006	0.13500	0.10697
0.11006	0.13500	0.10697
0.11006	0.13500	0.10697
0.08802	0.12692	0.08170
0.08802	0.12692	0.08170
0.08802	0.12692	0.08170
0.08802	0.12692	0.08170
0.00893	0.11081	0.07490
0.00893	0.11081	0.07490
0.00893	0.11081	0.07490
0.00893	0.11081	0.07490
-0.00350	0.10801	0.07763
-0.00350	0.10801	0.07763
-0.00350	0.10801	0.07763
-0.00350	0.10801	0.07763
-0.02000	0.09807	0.06190
-0.02000	0.09807	0.06190
-0.02000	0.09807	0.06190
-0.02000	0.09807	0.06190
-0.09184	0.09490	0.04660
-0.09184	0.09490	0.04660
-0.09184	0.09490	0.04660
-0.09184	0.09490	0.04660
-0.11721	0.08699	0.03900
-0.11721	0.08699	0.03900
-0.11721	0.08699	0.03900
-0.11721	0.08699	0.03900
-0.06440	0.08490	0.04538
-0.06440	0.08490	0.04538
-0.06440	0.08490	0.04538
-0.06440	0.08490	0.04538
-0.00360	0.08621	0.05800
-0.00360	0.08621	0.05800
-0.00360	0.08621	0.05800
-0.00360	0.08621	0.05800
0.04990	0.09780	0.07420
0.04990	0.09780	0.07420
0.04990	0.09780	0.07420
0.04990	0.09780	0.07420
0.11173	0.11741	0.07500
0.11173	0.11741	0.07500
0.11173	0.11741	0.07500
0.11173	0.11741	0.07500
0.16501	0.13457	0.09500
0.16501	0.13457	0.09500
0.16501	0.13457	0.09500
0.16501	0.13457	0.09500
0.19865	0.13597	0.12343
0.19865	0.13597	0.12343
0.19865	0.13597	0.12343
0.19865	0.13597	0.12343
0.22495	0.12906	0.11601
0.22495	0.12906	0.11601
0.22495	0.12906	0.11601
0.22495	0.12906	0.11601
0.21836	0.11080	0.10411
0.21836	0.11080	0.10411
0.21836	0.11080	0.10411
0.21836	0.11080	0.10411
0.20573	0.10090	0.09000
0.20573	0.10090	0.09000
0.20573	0.10090	0.09000
0.20573	0.10090	0.09000
0.18699	0.10000	0.08350
0.18699	0.10000	0.08350
0.18699	0.10000	0.08350
0.18699	0.10000	0.08350
0.18496	0.09860	0.08000
0.18496	0.09860	0.08000
0.18496	0.09860	0.08000
0.18496	0.09860	0.08000
0.18378	0.09930	0.07736
0.18378	0.09930	0.07736
0.18378	0.09930	0.07736
0.18378	0.09930	0.07736
0.18563	0.09212	0.07552
0.18563	0.09212	0.07552
0.18563	0.09212	0.07552
0.18563	0.09212	0.07552
0.18610	0.09180	0.07440
0.18610	0.09180	0.07440
0.18610	0.09180	0.07440
0.18610	0.09180	0.07440
0.18812	0.09736	0.08369
0.18812	0.09736	0.08369
0.18812	0.09736	0.08369
0.18812	0.09736	0.08369
0.20006	0.12160	0.10057
0.20006	0.12160	0.10057
0.20006	0.12160	0.10057
0.20006	0.12160	0.10057
0.23723	0.13410	0.12600
0.23723	0.13410	0.12600
0.23723	0.13410	0.12600
0.23723	0.13410	0.12600
0.26187	0.13493	0.11201
0.26187	0.13493	0.11201
0.26187	0.13493	0.11201
0.26187	0.13493	0.11201
0.27247	0.09910	0.09210
0.27247	0.09910	0.09210
0.27247	0.09910	0.09210
0.27247	0.09910	0.09210
0.24906	0.07562	0.08001
0.24906	0.07562	0.08001
0.24906	0.07562	0.08001
0.24906	0.07562	0.08001
0.23259	0.06428	0.07820
0.23259	0.06428	0.07820
0.23259	0.06428	0.07820
0.23259	0.06428	0.07820
0.22797	0.03490	0.07392
0.22797	0.03490	0.07392
0.22797	0.03490	0.07392
0.22797	0.03490	0.07392
0.21100	0.02490	0.06730
0.21100	0.02490	0.06730
0.21100	0.02490	0.06730
0.21100	0.02490	0.06730
0.20000	0.01388	0.06468
0.20000	0.01388	0.06468
0.20000	0.01388	0.06468
0.20000	0.01388	0.06468
0.19490	0.01424	0.06764
0.19490	0.01424	0.06764
0.19490	0.01424	0.06764
0.19490	0.01424	0.06764
0.19199	0.05010	0.07154
0.19199	0.05010	0.07154
0.19199	0.05010	0.07154
0.19199	0.05010	0.07154
0.18950	0.06841	0.07892
0.18950	0.06841	0.07892
0.18950	0.06841	0.07892
0.18950	0.06841	0.07892
0.20000	0.09196	0.09469
0.20000	0.09196	0.09469
0.20000	0.09196	0.09469
0.20000	0.09196	0.09469
0.22550	0.12703	0.12170
0.22550	0.12703	0.12170
0.22550	0.12703	0.12170
0.22550	0.12703	0.12170
0.27388	0.14416	0.14093
0.27388	0.14416	0.14093
0.27388	0.14416	0.14093
0.27388	0.14416	0.14093
0.27571	0.14198	0.11343
0.27571	0.14198	0.11343
0.27571	0.14198	0.11343
0.27571	0.14198	0.11343
0.26493	0.13500	0.09135
0.26493	0.13500	0.09135
0.26493	0.13500	0.09135
0.26493	0.13500	0.09135
0.25400	0.12797	0.07974
0.25400	0.12797	0.07974
0.25400	0.12797	0.07974
0.25400	0.12797	0.07974
0.21810	0.09850	0.07987
0.21810	0.09850	0.07987
0.21810	0.09850	0.07987
0.21810	0.09850	0.07987
0.19440	0.09457	0.07400
0.19440	0.09457	0.07400
0.19440	0.09457	0.07400
0.19440	0.09457	0.07400
0.18728	0.08000	0.07420
0.18728	0.08000	0.07420
0.18728	0.08000	0.07420
0.18728	0.08000	0.07420
0.19243	0.08000	0.07407
0.19243	0.08000	0.07407
0.19243	0.08000	0.07407
0.19243	0.08000	0.07407
0.19306	0.08490	0.07710
0.19306	0.08490	0.07710
0.19306	0.08490	0.07710
0.19306	0.08490	0.07710
0.19659	0.07362	0.08298
0.19659	0.07362	0.08298
0.19659	0.07362	0.08298
0.19659	0.07362	0.08298
0.23295	0.07365	0.09351
0.23295	0.07365	0.09351
0.23295	0.07365	0.09351
0.23295	0.07365	0.09351
0.21990	0.06349	0.10406
0.21990	0.06349	0.10406
0.21990	0.06349	0.10406
0.21990	0.06349	0.10406
0.26749	0.07309	0.09606
0.26749	0.07309	0.09606
0.26749	0.07309	0.09606
0.26749	0.07309	0.09606
0.26998	0.07835	0.08108
0.26998	0.07835	0.08108
0.26998	0.07835	0.08108
0.26998	0.07835	0.08108
0.24990	0.08469	0.08026
0.24990	0.08469	0.08026
0.24990	0.08469	0.08026
0.24990	0.08469	0.08026
0.22112	0.08870	0.07295
0.22112	0.08870	0.07295
0.22112	0.08870	0.07295
0.22112	0.08870	0.07295
0.20514	0.08490	0.07035
0.20514	0.08490	0.07035
0.20514	0.08490	0.07035
0.20514	0.08490	0.07035
0.19430	0.07490	0.06874
0.19430	0.07490	0.06874
0.19430	0.07490	0.06874
0.19430	0.07490	0.06874
0.20125	0.06167	0.06537
0.20125	0.06167	0.06537
0.20125	0.06167	0.06537
0.20125	0.06167	0.06537
0.20251	0.05046	0.06992
0.20251	0.05046	0.06992
0.20251	0.05046	0.06992
0.20251	0.05046	0.06992
0.19820	0.04557	0.07173
0.19820	0.04557	0.07173
0.19820	0.04557	0.07173
0.19820	0.04557	0.07173
0.19710	0.04835	0.08023
0.19710	0.04835	0.08023
0.19710	0.04835	0.08023
0.19710	0.04835	0.08023
0.21560	0.07709	0.09337
0.21560	0.07709	0.09337
0.21560	0.07709	0.09337
0.21560	0.07709	0.09337
0.23990	0.10665	0.12861
0.23990	0.10665	0.12861
0.23990	0.10665	0.12861
0.23990	0.10665	0.12861
0.28100	0.11786	0.13656
0.28100	0.11786	0.13656
0.28100	0.11786	0.13656
0.28100	0.11786	0.13656
0.28676	0.11259	0.10861
0.28676	0.11259	0.10861
0.28676	0.11259	0.10861
0.28676	0.11259	0.10861
0.27001	0.10463	0.09191
0.27001	0.10463	0.09191
0.27001	0.10463	0.09191
0.27001	0.10463	0.09191
0.25500	0.09942	0.08826
0.25500	0.09942	0.08826
0.25500	0.09942	0.08826
0.25500	0.09942	0.08826
0.21918	0.09464	0.09029
0.21918	0.09464	0.09029
0.21918	0.09464	0.09029
0.21918	0.09464	0.09029
0.20672	0.09600	0.08847
0.20672	0.09600	0.08847
0.20672	0.09600	0.08847
0.20672	0.09600	0.08847
0.19801	0.09171	0.08550
0.19801	0.09171	0.08550
0.19801	0.09171	0.08550
0.19801	0.09171	0.08550
0.19636	0.08748	0.08686
0.19636	0.08748	0.08686
0.19636	0.08748	0.08686
0.19636	0.08748	0.08686
0.19453	0.08399	0.08414
0.19453	0.08399	0.08414
0.19453	0.08399	0.08414
0.19453	0.08399	0.08414
0.19751	0.08490	0.08249
0.19751	0.08490	0.08249
0.19751	0.08490	0.08249
0.19751	0.08490	0.08249
0.20994	0.08659	0.08608
0.20994	0.08659	0.08608
0.20994	0.08659	0.08608
0.20994	0.08659	0.08608
0.24030	0.11500	0.07904
0.24030	0.11500	0.07904
0.24030	0.11500	0.07904
0.24030	0.11500	0.07904
0.20780	0.14299	0.06984
0.20780	0.14299	0.06984
0.20780	0.14299	0.06984
0.20780	0.14299	0.06984
0.26598	0.14938	0.06126
0.26598	0.14938	0.06126
0.26598	0.14938	0.06126
0.26598	0.14938	0.06126
0.25274	0.08500	0.03602
0.25274	0.08500	0.03602
0.25274	0.08500	0.03602
0.25274	0.08500	0.03602
0.21846	0.06010	0.00843
0.21846	0.06010	0.00843
0.21846	0.06010	0.00843
0.21846	0.06010	0.00843
0.21232	0.05075	0.00003
0.21232	0.05075	0.00003
0.21232	0.05075	0.00003
0.21232	0.05075	0.00003
0.20766	0.00000	-0.00002
0.20766	0.00000	-0.00002
0.20766	0.00000	-0.00002
0.20766	0.00000	-0.00002
0.20062	0.00000	0.00000
0.20062	0.00000	0.00000
0.20062	0.00000	0.00000
0.20062	0.00000	0.00000
0.19322	-0.01002	0.00000
0.19322	-0.01002	0.00000
0.19322	-0.01002	0.00000
0.19322	-0.01002	0.00000
0.19096	-0.02002	0.02200
0.19096	-0.02002	0.02200
0.19096	-0.02002	0.02200
0.19096	-0.02002	0.02200
0.19135	0.00000	0.07167
0.19135	0.00000	0.07167
0.19135	0.00000	0.07167
0.19135	0.00000	0.07167
0.20649	0.06398	0.09063
0.20649	0.06398	0.09063
0.20649	0.06398	0.09063
0.20649	0.06398	0.09063
0.23931	0.10040	0.11990
0.23931	0.10040	0.11990
0.23931	0.10040	0.11990
0.23931	0.10040	0.11990
0.26790	0.13591	0.11227
0.26790	0.13591	0.11227
0.26790	0.13591	0.11227
0.26790	0.13591	0.11227
0.26633	0.18900	0.08500
0.26633	0.18900	0.08500
0.26633	0.18900	0.08500
0.26633	0.18900	0.08500
0.25494	0.14470	0.07590
0.25494	0.14470	0.07590
0.25494	0.14470	0.07590
0.25494	0.14470	0.07590
0.23533	0.11358	0.06523
0.23533	0.11358	0.06523
0.23533	0.11358	0.06523
0.23533	0.11358	0.06523
0.20257	0.09480	0.05639
0.20257	0.09480	0.05639
0.20257	0.09480	0.05639
0.20257	0.09480	0.05639
0.21463	0.09990	0.04614
0.21463	0.09990	0.04614
0.21463	0.09990	0.04614
0.21463	0.09990	0.04614
0.20194	0.10450	0.03960
0.20194	0.10450	0.03960
0.20194	0.10450	0.03960
0.20194	0.10450	0.03960
0.19800	0.10010	0.03155
0.19800	0.10010	0.03155
0.19800	0.10010	0.03155
0.19800	0.10010	0.03155
0.20137	0.09610	0.02758
0.20137	0.09610	0.02758
0.20137	0.09610	0.02758
0.20137	0.09610	0.02758
0.20150	0.09540	0.02596
0.20150	0.09540	0.02596
0.20150	0.09540	0.02596
0.20150	0.09540	0.02596
0.21835	0.10077	0.00992
0.21835	0.10077	0.00992
0.21835	0.10077	0.00992
0.21835	0.10077	0.00992
0.25500	0.13004	0.00010
0.25500	0.13004	0.00010
0.25500	0.13004	0.00010
0.25500	0.13004	0.00010
0.28337	0.16007	-0.00007
0.28337	0.16007	-0.00007
0.28337	0.16007	-0.00007
0.28337	0.16007	-0.00007
0.27929	0.15977	-0.00102
0.27929	0.15977	-0.00102
0.27929	0.15977	-0.00102
0.27929	0.15977	-0.00102
0.25126	0.12521	-0.01664
0.25126	0.12521	-0.01664
0.25126	0.12521	-0.01664
0.25126	0.12521	-0.01664
0.22493	0.10428	-0.03672
0.22493	0.10428	-0.03672
0.22493	0.10428	-0.03672
0.22493	0.10428	-0.03672
0.21272	0.09489	-0.06220
0.21272	0.09489	-0.06220
0.21272	0.09489	-0.06220
0.21272	0.09489	-0.06220
0.20800	0.09130	-0.06389
0.20800	0.09130	-0.06389
0.20800	0.09130	-0.06389
0.20800	0.09130	-0.06389
0.20009	0.08687	-0.06506
0.20009	0.08687	-0.06506
0.20009	0.08687	-0.06506
0.20009	0.08687	-0.06506
0.19705	0.09000	-0.05243
0.19705	0.09000	-0.05243
0.19705	0.09000	-0.05243
0.19705	0.09000	-0.05243
0.19630	0.09432	-0.02342
0.19630	0.09432	-0.02342
0.19630	0.09432	-0.02342
0.19630	0.09432	-0.02342
0.19713	0.09608	-0.00002
0.19713	0.09608	-0.00002
0.19713	0.09608	-0.00002
0.19713	0.09608	-0.00002
0.21763	0.10859	0.02478
0.21763	0.10859	0.02478
0.21763	0.10859	0.02478
0.21763	0.10859	0.02478
0.25500	0.13687	0.06852
0.25500	0.13687	0.06852
0.25500	0.13687	0.06852
0.25500	0.13687	0.06852
0.27909	0.16098	0.07708
0.27909	0.16098	0.07708
0.27909	0.16098	0.07708
0.27909	0.16098	0.07708
0.28491	0.13594	0.07856
0.28491	0.13594	0.07856
0.28491	0.13594	0.07856
0.28491	0.13594	0.07856
0.26891	0.13200	0.07221
0.26891	0.13200	0.07221
0.26891	0.13200	0.07221
0.26891	0.13200	0.07221
0.25356	0.12501	0.06694
0.25356	0.12501	0.06694
0.25356	0.12501	0.06694
0.25356	0.12501	0.06694
0.22278	0.11039	0.06315
0.22278	0.11039	0.06315
0.22278	0.11039	0.06315
0.22278	0.11039	0.06315
0.20605	0.09665	0.06005
0.20605	0.09665	0.06005
0.20605	0.09665	0.06005
0.20605	0.09665	0.06005
0.20315	0.09500	0.05893
0.20315	0.09500	0.05893
0.20315	0.09500	0.05893
0.20315	0.09500	0.05893
0.20252	0.09540	0.06208
0.20252	0.09540	0.06208
0.20252	0.09540	0.06208
0.20252	0.09540	0.06208
0.20323	0.09804	0.07478
0.20323	0.09804	0.07478
0.20323	0.09804	0.07478
0.20323	0.09804	0.07478
0.20509	0.09800	0.08213
0.20509	0.09800	0.08213
0.20509	0.09800	0.08213
0.20509	0.09800	0.08213
0.21386	0.09920	0.09907
0.21386	0.09920	0.09907
0.21386	0.09920	0.09907
0.21386	0.09920	0.09907
0.25577	0.11704	0.11370
0.25577	0.11704	0.11370
0.25577	0.11704	0.11370
0.25577	0.11704	0.11370
0.28006	0.14413	0.10051
0.28006	0.14413	0.10051
0.28006	0.14413	0.10051
0.28006	0.14413	0.10051
0.29122	0.15200	0.07502
0.29122	0.15200	0.07502
0.29122	0.15200	0.07502
0.29122	0.15200	0.07502
0.25634	0.14417	0.05817
0.25634	0.14417	0.05817
0.25634	0.14417	0.05817
0.25634	0.14417	0.05817
0.23033	0.13000	0.03616
0.23033	0.13000	0.03616
0.23033	0.13000	0.03616
0.23033	0.13000	0.03616
0.21740	0.11900	0.03490
0.21740	0.11900	0.03490
0.21740	0.11900	0.03490
0.21740	0.11900	0.03490
0.20837	0.11098	0.02800
0.20837	0.11098	0.02800
0.20837	0.11098	0.02800
0.20837	0.11098	0.02800
0.19725	0.10560	0.03228
0.19725	0.10560	0.03228
0.19725	0.10560	0.03228
0.19725	0.10560	0.03228
0.19524	0.10155	0.03555
0.19524	0.10155	0.03555
0.19524	0.10155	0.03555
0.19524	0.10155	0.03555
0.19504	0.10494	0.04768
0.19504	0.10494	0.04768
0.19504	0.10494	0.04768
0.19504	0.10494	0.04768
0.20600	0.10590	0.06921
0.20600	0.10590	0.06921
0.20600	0.10590	0.06921
0.20600	0.10590	0.06921
0.21630	0.12579	0.08250
0.21630	0.12579	0.08250
0.21630	0.12579	0.08250
0.21630	0.12579	0.08250
0.24698	0.14319	0.15000
0.24698	0.14319	0.15000
0.24698	0.14319	0.15000
0.24698	0.14319	0.15000
0.26208	0.14983	0.18541
0.26208	0.14983	0.18541
0.26208	0.14983	0.18541
0.26208	0.14983	0.18541
0.26587	0.13226	0.10681
0.26587	0.13226	0.10681
0.26587	0.13226	0.10681
0.26587	0.13226	0.10681
0.25497	0.11492	0.08686
0.25497	0.11492	0.08686
0.25497	0.11492	0.08686
0.25497	0.11492	0.08686
0.24156	0.10990	0.07996
0.24156	0.10990	0.07996
0.24156	0.10990	0.07996
0.24156	0.10990	0.07996
0.21544	0.09480	0.07590
0.21544	0.09480	0.07590
0.21544	0.09480	0.07590
0.21544	0.09480	0.07590
0.20478	0.08971	0.07160
0.20478	0.08971	0.07160
0.20478	0.08971	0.07160
0.20478	0.08971	0.07160
0.18910	0.08229	0.07005
0.18910	0.08229	0.07005
0.18910	0.08229	0.07005
0.18910	0.08229	0.07005
0.18991	0.08078	0.06985
0.18991	0.08078	0.06985
0.18991	0.08078	0.06985
0.18991	0.08078	0.06985
0.18747	0.07877	0.06943
0.18747	0.07877	0.06943
0.18747	0.07877	0.06943
0.18747	0.07877	0.06943
0.18996	0.07791	0.07863
0.18996	0.07791	0.07863
0.18996	0.07791	0.07863
0.18996	0.07791	0.07863
0.19481	0.07680	0.09389
0.19481	0.07680	0.09389
0.19481	0.07680	0.09389
0.19481	0.07680	0.09389
0.20100	0.08864	0.10166
0.20100	0.08864	0.10166
0.20100	0.08864	0.10166
0.20100	0.08864	0.10166
0.20659	0.11888	0.09320
0.20659	0.11888	0.09320
0.20659	0.11888	0.09320
0.20659	0.11888	0.09320
0.21001	0.12930	0.07771
0.21001	0.12930	0.07771
0.21001	0.12930	0.07771
0.21001	0.12930	0.07771
0.20585	0.11000	0.06206
0.20585	0.11000	0.06206
0.20585	0.11000	0.06206
0.20585	0.11000	0.06206
0.19595	0.09066	0.04489
0.19595	0.09066	0.04489
0.19595	0.09066	0.04489
0.19595	0.09066	0.04489
0.18658	0.07993	0.02801
0.18658	0.07993	0.02801
0.18658	0.07993	0.02801
0.18658	0.07993	0.02801
0.18004	0.06455	0.01408
0.18004	0.06455	0.01408
0.18004	0.06455	0.01408
0.18004	0.06455	0.01408
0.17294	0.02531	0.01281
0.17294	0.02531	0.01281
0.17294	0.02531	0.01281
0.17294	0.02531	0.01281
0.16635	0.00510	0.01914
0.16635	0.00510	0.01914
0.16635	0.00510	0.01914
0.16635	0.00510	0.01914
0.15969	0.00853	0.04414
