EPEX 2022	EPEX 2023	EPEX 2024
0.16238	0.00346	0.07900
0.16238	0.00346	0.07900
0.16000	0.00280	0.07847
0.16000	0.00280	0.07847
0.16000	0.00280	0.07847
0.16000	0.00280	0.07847
0.15430	0.00508	0.08210
0.15430	0.00508	0.08210
0.15430	0.00508	0.08210
0.15430	0.00508	0.08210
0.16600	0.00902	0.09430
0.16600	0.00902	0.09430
0.16600	0.00902	0.09430
0.16600	0.00902	0.09430
0.18291	0.01647	0.11109
0.18291	0.01647	0.11109
0.18291	0.01647	0.11109
0.18291	0.01647	0.11109
0.21589	0.05023	0.12111
0.21589	0.05023	0.12111
0.21589	0.05023	0.12111
0.21589	0.05023	0.12111
0.23100	0.08302	0.11783
0.23100	0.08302	0.11783
0.23100	0.08302	0.11783
0.23100	0.08302	0.11783
0.22895	0.09388	0.11058
0.22895	0.09388	0.11058
0.22895	0.09388	0.11058
0.22895	0.09388	0.11058
0.21539	0.10387	0.10300
0.21539	0.10387	0.10300
0.21539	0.10387	0.10300
0.21539	0.10387	0.10300
0.20668	0.10169	0.08490
0.20668	0.10169	0.08490
0.20668	0.10169	0.08490
0.20668	0.10169	0.08490
0.18500	0.09900	0.08956
0.18500	0.09900	0.08956
0.18500	0.09900	0.08956
0.18500	0.09900	0.08956
0.16952	0.10429	0.10000
0.16952	0.10429	0.10000
0.16952	0.10429	0.10000
0.16952	0.10429	0.10000
0.16280	0.10333	0.10798
0.16280	0.10333	0.10798
0.16280	0.10333	0.10798
0.16280	0.10333	0.10798
0.16190	0.10843	0.11639
0.16190	0.10843	0.11639
0.16190	0.10843	0.11639
0.16190	0.10843	0.11639
0.18990	0.11872	0.12915
0.18990	0.11872	0.12915
0.18990	0.11872	0.12915
0.18990	0.11872	0.12915
0.20030	0.12276	0.12508
0.20030	0.12276	0.12508
0.20030	0.12276	0.12508
0.20030	0.12276	0.12508
0.20000	0.10944	0.11190
0.20000	0.10944	0.11190
0.20000	0.10944	0.11190
0.20000	0.10944	0.11190
0.23200	0.10441	0.10010
0.23200	0.10441	0.10010
0.23200	0.10441	0.10010
0.23200	0.10441	0.10010
0.16575	0.09865	0.09100
0.16575	0.09865	0.09100
0.16575	0.09865	0.09100
0.16575	0.09865	0.09100
0.14961	0.09938	0.09200
0.14961	0.09938	0.09200
0.14961	0.09938	0.09200
0.14961	0.09938	0.09200
0.14960	0.08134	0.09149
0.14960	0.08134	0.09149
0.14960	0.08134	0.09149
0.14960	0.08134	0.09149
0.14132	0.07513	0.08095
0.14132	0.07513	0.08095
0.14132	0.07513	0.08095
0.14132	0.07513	0.08095
0.10000	0.06438	0.07998
0.10000	0.06438	0.07998
0.10000	0.06438	0.07998
0.10000	0.06438	0.07998
0.08024	0.06028	0.08500
0.08024	0.06028	0.08500
0.08024	0.06028	0.08500
0.08024	0.06028	0.08500
0.05546	0.03941	0.08342
0.05546	0.03941	0.08342
0.05546	0.03941	0.08342
0.05546	0.03941	0.08342
0.04929	0.04312	0.08057
0.04929	0.04312	0.08057
0.04929	0.04312	0.08057
0.04929	0.04312	0.08057
0.05064	0.06907	0.08580
0.05064	0.06907	0.08580
0.05064	0.06907	0.08580
0.05064	0.06907	0.08580
0.07429	0.10713	0.08390
0.07429	0.10713	0.08390
0.07429	0.10713	0.08390
0.07429	0.10713	0.08390
0.08700	0.16000	0.09112
0.08700	0.16000	0.09112
0.08700	0.16000	0.09112
0.08700	0.16000	0.09112
0.09994	0.18000	0.12570
0.09994	0.18000	0.12570
0.09994	0.18000	0.12570
0.09994	0.18000	0.12570
0.18520	0.17716	0.11996
0.18520	0.17716	0.11996
0.18520	0.17716	0.11996
0.18520	0.17716	0.11996
0.16300	0.15913	0.09800
0.16300	0.15913	0.09800
0.16300	0.15913	0.09800
0.16300	0.15913	0.09800
0.14965	0.16078	0.09000
0.14965	0.16078	0.09000
0.14965	0.16078	0.09000
0.14965	0.16078	0.09000
0.16670	0.14100	0.07880
0.16670	0.14100	0.07880
0.16670	0.14100	0.07880
0.16670	0.14100	0.07880
0.16506	0.14207	0.07778
0.16506	0.14207	0.07778
0.16506	0.14207	0.07778
0.16506	0.14207	0.07778
0.17009	0.13897	0.08500
0.17009	0.13897	0.08500
0.17009	0.13897	0.08500
0.17009	0.13897	0.08500
0.18904	0.15123	0.09990
0.18904	0.15123	0.09990
0.18904	0.15123	0.09990
0.18904	0.15123	0.09990
0.19096	0.16204	0.11267
0.19096	0.16204	0.11267
0.19096	0.16204	0.11267
0.19096	0.16204	0.11267
0.22330	0.17427	0.13569
0.22330	0.17427	0.13569
0.22330	0.17427	0.13569
0.22330	0.17427	0.13569
0.24394	0.18218	0.12925
0.24394	0.18218	0.12925
0.24394	0.18218	0.12925
0.24394	0.18218	0.12925
0.24000	0.17024	0.12630
0.24000	0.17024	0.12630
0.24000	0.17024	0.12630
0.24000	0.17024	0.12630
0.23082	0.16051	0.10882
0.23082	0.16051	0.10882
0.23082	0.16051	0.10882
0.23082	0.16051	0.10882
0.21402	0.13893	0.09366
0.21402	0.13893	0.09366
0.21402	0.13893	0.09366
0.21402	0.13893	0.09366
0.21588	0.13200	0.08490
0.21588	0.13200	0.08490
0.21588	0.13200	0.08490
0.21588	0.13200	0.08490
0.20380	0.10831	0.08800
0.20380	0.10831	0.08800
0.20380	0.10831	0.08800
0.20380	0.10831	0.08800
0.19623	0.10601	0.07554
0.19623	0.10601	0.07554
0.19623	0.10601	0.07554
0.19623	0.10601	0.07554
0.19185	0.09672	0.08676
0.19185	0.09672	0.08676
0.19185	0.09672	0.08676
0.19185	0.09672	0.08676
0.19591	0.09515	0.08673
0.19591	0.09515	0.08673
0.19591	0.09515	0.08673
0.19591	0.09515	0.08673
0.18666	0.09033	0.08122
0.18666	0.09033	0.08122
0.18666	0.09033	0.08122
0.18666	0.09033	0.08122
0.17804	0.09561	0.08048
0.17804	0.09561	0.08048
0.17804	0.09561	0.08048
0.17804	0.09561	0.08048
0.19165	0.10860	0.07790
0.19165	0.10860	0.07790
0.19165	0.10860	0.07790
0.19165	0.10860	0.07790
0.23744	0.13813	0.07930
0.23744	0.13813	0.07930
0.23744	0.13813	0.07930
0.23744	0.13813	0.07930
0.29995	0.15600	0.09600
0.29995	0.15600	0.09600
0.29995	0.15600	0.09600
0.29995	0.15600	0.09600
0.31392	0.22000	0.13252
0.31392	0.22000	0.13252
0.31392	0.22000	0.13252
0.31392	0.22000	0.13252
0.31500	0.22200	0.13039
0.31500	0.22200	0.13039
0.31500	0.22200	0.13039
0.31500	0.22200	0.13039
0.31041	0.16352	0.11121
0.31041	0.16352	0.11121
0.31041	0.16352	0.11121
0.31041	0.16352	0.11121
0.31008	0.14760	0.10913
0.31008	0.14760	0.10913
0.31008	0.14760	0.10913
0.31008	0.14760	0.10913
0.30000	0.14125	0.08910
0.30000	0.14125	0.08910
0.30000	0.14125	0.08910
0.30000	0.14125	0.08910
0.29701	0.14168	0.08745
0.29701	0.14168	0.08745
0.29701	0.14168	0.08745
0.29701	0.14168	0.08745
